Reporting starts,Reporting ends,Campaign name,Reach,Impressions,Link clicks,Landing page views,Post engagement,3-second video plays,ThruPlays,Post comments,Post saves,Post reactions,Post shares,Video plays at 50%,Leads,Amount Spent
27/03/2021,27/03/2021,0016_L_CPE_Egypt_May'21,0,0,,,,,,,,,,,,0
27/03/2021,27/03/2021,0016_L_CPL_Egypt_May'21,0,0,,,,,,,,,,,,0
27/03/2021,27/03/2021,0016_L_CPL_Egypt_April'21,0,0,,,,,,,,,,,,0
27/03/2021,27/03/2021,0016_L_CPC_Egypt_April'21,0,0,,,,,,,,,,,,0
27/03/2021,27/03/2021,0016_L_CPMR_Egypt_April'21,0,0,,,,,,,,,,,,0
27/03/2021,27/03/2021,0016_L_CPE_Egypt_April'21,0,0,,,,,,,,,,,,0
27/03/2021,27/03/2021,0016_L_CPL_Egypt_Mar'21,20636,23609,159,13,203,,,7,5,27,5,,16,101.14
27/03/2021,27/03/2021,0016_L_CPMR_Egypt_Mar'21,389302,394496,1254,110,33752,32346,2642,2,5,145,,1666,,325.22
27/03/2021,27/03/2021,0016_L_CPC_Egypt_Mar'21,21153,23633,1674,273,4644,2924,680,5,,40,1,326,,68.49
27/03/2021,27/03/2021,0016_L_CPE_Egypt_Mar'21,219056,245212,156,99,41741,39461,7183,58,21,993,16,4790,,411.1
27/03/2021,27/03/2021,0016_L_CPMR_Egypt_Feb'21,0,0,,,,,,,,,,,,0
27/03/2021,27/03/2021,0016_L_CPC_Egypt_Feb'21,0,0,,,,,,,,,,,,0
27/03/2021,27/03/2021,0016_L_CPL_Egypt_Feb'21_02,0,0,,,,,,,,,,,,0
27/03/2021,27/03/2021,0016_L_CPL_Egypt_Feb'21_01,0,0,,,,,,,,,,,,0
27/03/2021,27/03/2021,0016_L_CPE_Egypt_Feb'21,0,0,,,,,,,,,,,,0
27/03/2021,27/03/2021,0016_PL_CPC_Egypt_Jan'21,0,0,,,,,,,,,,,,0
27/03/2021,27/03/2021,0016_PL_CPMR_Egypt_Jan'21,0,0,,,,,,,,,,,,0
27/03/2021,27/03/2021,0016_PL_CPL_Egypt_Jan'21,0,0,,,,,,,,,,,,0
27/03/2021,27/03/2021,0016_PL_CPE_Egypt_Jan'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPE_Egypt_Dec'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_Egypt_CPC_Dec'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPLPV_Egypt_Dec'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_Egypt_Remarketing_Dec'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPC_KSA_Dec'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPMR_Auction_Egypt_Dec'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_Egypt_CPA_PreOrder_Dec'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_Egypt_CPA_CRM_Dec'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPMR_KSA_Dec'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,New campaign,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPMR_TEST_UAE_Nov'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPLPV_KSA_Nov'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPMR_KSA_Nov'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPMR_Auction_Egypt_Nov'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_Egypt_CPC_Nov'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPE_Egypt_Nov'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_Egypt_Remarketing_Nov'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPLPV_Egypt_Nov'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_Egypt_CPA_CRM_Nov'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_Egypt_CPA_PreOrder_Nov'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_Remarketing_CPC_KSA_Oct'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPMR_KSA_Oct'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPLPV_KSA_Oct'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPMR_Auction_Egypt_Oct'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_Egypt_CPC_Oct'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_Egypt_Remarketing_Oct'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPMR_R&F_Egypt_Oct'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPLPV_Egypt_Oct'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_Egypt_CPA_PreOrder_Oct'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_Egypt_CPA_CRM_Oct'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPE_Egypt_Oct'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPV_ND_KSA_Sept'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPMR_KSA_ND_Sep'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_Egypt_CPA_CRM_Sept'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPV_KSA_Sept'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPE_Egypt_Sept'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_Egypt_Remarketing_Sept'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPC_KSA_Sept'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_Egypt_Remarketing_Conversion_Sept'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPC_Egypt_Sept'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPLPV_Egypt_Sept'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_Egypt_CPA_PreOrder_Sept'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPMR_Egypt_Sept'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_Egypt_CPA_Aug'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPLPV_KSA_Aug'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_Remarketing_CPC_KSA_Aug'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPC_KSA_Aug'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPLPV_Egypt_Aug'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPMR_KSA_Aug'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPE_Egypt_Aug'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPC_Egypt_Aug'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPMR_Egypt_Aug'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_Remarketing_UAE_JulyAugSepOct'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPL_Qatar_July'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPMR_UAE_JulyAugSeptOct'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPA_UAE_Conversions_Orders_JulyAugSepOct'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPLPV_UAE _JulyAugSepOct'21_Copy,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPLPV_UAE_JulyAugSepOct'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_Awareness_CPC_UAE_JulyAugSepOct'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_L_CPC_Egypt_July'21 – Copy,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_L_CPC_Egypt_July'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_L_CPE_Egypt_July'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_L_CPL_Egypt_July'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_L_CPMR_Egypt_July'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPMR_KSA_July'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPMR_KSA_June'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPA_Qatar_May'21_SignUps,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_Remarketing_Qatar_May'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPA_Qatar_May'21_LPV,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_L_CPC_Egypt_June'21_ABTest,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_L_CPC_Egypt_June'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_L_CPMR_Egypt_June'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_L_CPE_Egypt_June'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_L_CPL_Egypt_June'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPLPV_Qatar_May'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_CPMR_Qatar_May'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_L_CPC_ABTest_Egypt_May'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_L_CPC_Egypt_May'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_L_CPMR_Egypt_May'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_L_CPE_Egypt_May'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_L_CPL_Egypt_May'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_L_CPL_Egypt_April'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_L_CPC_Egypt_April'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_L_CPMR_Egypt_April'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_L_CPE_Egypt_April'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_L_CPL_Egypt_Mar'21,17340,20404,136,6,169,,,13,,18,2,,15,99.97
26/03/2021,26/03/2021,0016_L_CPMR_Egypt_Mar'21,395792,400508,1105,93,32204,30977,2446,3,3,115,1,1540,,340.66
26/03/2021,26/03/2021,0016_L_CPC_Egypt_Mar'21,20869,23459,1552,261,4386,2794,606,4,3,33,,292,,68.27
26/03/2021,26/03/2021,0016_L_CPE_Egypt_Mar'21,396742,461109,356,262,89611,86675,17157,100,40,1206,35,21052,,876.84
26/03/2021,26/03/2021,0016_L_CPMR_Egypt_Feb'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_L_CPC_Egypt_Feb'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_L_CPL_Egypt_Feb'21_02,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_L_CPL_Egypt_Feb'21_01,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_L_CPE_Egypt_Feb'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_PL_CPC_Egypt_Jan'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_PL_CPMR_Egypt_Jan'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_PL_CPL_Egypt_Jan'21,0,0,,,,,,,,,,,,0
26/03/2021,26/03/2021,0016_PL_CPE_Egypt_Jan'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPE_Egypt_Dec'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_Egypt_CPC_Dec'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPLPV_Egypt_Dec'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_Egypt_Remarketing_Dec'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPC_KSA_Dec'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPMR_Auction_Egypt_Dec'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_Egypt_CPA_PreOrder_Dec'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_Egypt_CPA_CRM_Dec'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPMR_KSA_Dec'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,New campaign,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPMR_TEST_UAE_Nov'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPLPV_KSA_Nov'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPMR_KSA_Nov'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPMR_Auction_Egypt_Nov'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_Egypt_CPC_Nov'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPE_Egypt_Nov'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_Egypt_Remarketing_Nov'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPLPV_Egypt_Nov'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_Egypt_CPA_CRM_Nov'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_Egypt_CPA_PreOrder_Nov'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_Remarketing_CPC_KSA_Oct'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPMR_KSA_Oct'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPLPV_KSA_Oct'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPMR_Auction_Egypt_Oct'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_Egypt_CPC_Oct'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_Egypt_Remarketing_Oct'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPMR_R&F_Egypt_Oct'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPLPV_Egypt_Oct'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_Egypt_CPA_PreOrder_Oct'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_Egypt_CPA_CRM_Oct'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPE_Egypt_Oct'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPV_ND_KSA_Sept'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPMR_KSA_ND_Sep'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_Egypt_CPA_CRM_Sept'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPV_KSA_Sept'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPE_Egypt_Sept'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_Egypt_Remarketing_Sept'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPC_KSA_Sept'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_Egypt_Remarketing_Conversion_Sept'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPC_Egypt_Sept'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPLPV_Egypt_Sept'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_Egypt_CPA_PreOrder_Sept'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPMR_Egypt_Sept'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_Egypt_CPA_Aug'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPLPV_KSA_Aug'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_Remarketing_CPC_KSA_Aug'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPC_KSA_Aug'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPLPV_Egypt_Aug'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPMR_KSA_Aug'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPE_Egypt_Aug'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPC_Egypt_Aug'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPMR_Egypt_Aug'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_Remarketing_UAE_JulyAugSepOct'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPL_Qatar_July'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPMR_UAE_JulyAugSeptOct'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPA_UAE_Conversions_Orders_JulyAugSepOct'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPLPV_UAE _JulyAugSepOct'21_Copy,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPLPV_UAE_JulyAugSepOct'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_Awareness_CPC_UAE_JulyAugSepOct'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_L_CPC_Egypt_July'21 – Copy,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_L_CPC_Egypt_July'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_L_CPE_Egypt_July'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_L_CPL_Egypt_July'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_L_CPMR_Egypt_July'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPMR_KSA_July'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPMR_KSA_June'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPA_Qatar_May'21_SignUps,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_Remarketing_Qatar_May'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPA_Qatar_May'21_LPV,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_L_CPC_Egypt_June'21_ABTest,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_L_CPC_Egypt_June'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_L_CPMR_Egypt_June'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_L_CPE_Egypt_June'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_L_CPL_Egypt_June'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPLPV_Qatar_May'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_CPMR_Qatar_May'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_L_CPC_ABTest_Egypt_May'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_L_CPC_Egypt_May'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_L_CPMR_Egypt_May'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_L_CPE_Egypt_May'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_L_CPL_Egypt_May'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_L_CPL_Egypt_April'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_L_CPC_Egypt_April'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_L_CPMR_Egypt_April'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_L_CPE_Egypt_April'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_L_CPL_Egypt_Mar'21,15511,18257,111,6,135,,,9,2,10,3,,14,101.36
25/03/2021,25/03/2021,0016_L_CPMR_Egypt_Mar'21,372998,372998,1005,90,30315,29190,2381,5,6,109,,1547,,312.69
25/03/2021,25/03/2021,0016_L_CPC_Egypt_Mar'21,17836,19999,1443,207,3924,2452,512,4,,24,1,239,,61.63
25/03/2021,25/03/2021,0016_L_CPE_Egypt_Mar'21,291842,333774,172,106,84113,81348,16030,46,24,1987,20,19748,,818.5
25/03/2021,25/03/2021,0016_L_CPMR_Egypt_Feb'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_L_CPC_Egypt_Feb'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_L_CPL_Egypt_Feb'21_02,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_L_CPL_Egypt_Feb'21_01,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_L_CPE_Egypt_Feb'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_PL_CPC_Egypt_Jan'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_PL_CPMR_Egypt_Jan'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_PL_CPL_Egypt_Jan'21,0,0,,,,,,,,,,,,0
25/03/2021,25/03/2021,0016_PL_CPE_Egypt_Jan'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPE_Egypt_Dec'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_Egypt_CPC_Dec'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPLPV_Egypt_Dec'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_Egypt_Remarketing_Dec'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPC_KSA_Dec'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPMR_Auction_Egypt_Dec'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_Egypt_CPA_PreOrder_Dec'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_Egypt_CPA_CRM_Dec'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPMR_KSA_Dec'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,New campaign,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPMR_TEST_UAE_Nov'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPLPV_KSA_Nov'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPMR_KSA_Nov'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPMR_Auction_Egypt_Nov'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_Egypt_CPC_Nov'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPE_Egypt_Nov'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_Egypt_Remarketing_Nov'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPLPV_Egypt_Nov'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_Egypt_CPA_CRM_Nov'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_Egypt_CPA_PreOrder_Nov'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_Remarketing_CPC_KSA_Oct'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPMR_KSA_Oct'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPLPV_KSA_Oct'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPMR_Auction_Egypt_Oct'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_Egypt_CPC_Oct'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_Egypt_Remarketing_Oct'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPMR_R&F_Egypt_Oct'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPLPV_Egypt_Oct'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_Egypt_CPA_PreOrder_Oct'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_Egypt_CPA_CRM_Oct'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPE_Egypt_Oct'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPV_ND_KSA_Sept'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPMR_KSA_ND_Sep'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_Egypt_CPA_CRM_Sept'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPV_KSA_Sept'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPE_Egypt_Sept'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_Egypt_Remarketing_Sept'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPC_KSA_Sept'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_Egypt_Remarketing_Conversion_Sept'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPC_Egypt_Sept'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPLPV_Egypt_Sept'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_Egypt_CPA_PreOrder_Sept'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPMR_Egypt_Sept'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_Egypt_CPA_Aug'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPLPV_KSA_Aug'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_Remarketing_CPC_KSA_Aug'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPC_KSA_Aug'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPLPV_Egypt_Aug'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPMR_KSA_Aug'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPE_Egypt_Aug'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPC_Egypt_Aug'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_CPMR_Egypt_Aug'21,0,0,,,,,,,,,,,,0
24/03/2021,24/03/2021,0016_Remarketing_UAE_JulyAugSepOct'21,0,0,,,,,,,,,,,,0
